"Date","Name","dividends","GewinnProz","bestPerformance","worstPerformance","kgv","kuv","kbv","EKQuote","FKQuote"
"2016-03-31","Mercedes-Benz Group AG","6.5","12.364544499129678","14.516404401958027","-25.268994447720594","8.560356162642947","0.482213177295827","1.3457851178585696","24.66","74.85"
"2016-12-28","Mercedes-Benz Group AG","3.25","4.628190858126539","36.367138034113154","-9.581518611183416","9.00508297331639","0.5072650705031851","1.4157012185377547","24.66","74.85"
"2017-08-28","Mercedes-Benz Group AG","3.65","-3.15024707107441","4.402093027456688","-15.007551420910293","7.766625094102886","0.4320815440457909","1.142698947757061","23.85","75.66"
"2017-12-28","Mercedes-Benz Group AG","3.65","-30.098732578315023","19.581718340669283","-3.208188395904432","8.895859723964868","0.4949043836381405","1.3088425696880193","23.85","75.66"
"2018-08-28","Mercedes-Benz Group AG","3.25","-20.150971938738397","3.473624333762193","-25.617654231268226","5.7215446138211385","0.36651259032615063","0.9408422292780748","25.05","74.45"
"2018-10-01","Mercedes-Benz Group AG","3.25","-11.780247598756427","1.5356188998264297","-27.493724996862866","5.5772358739837395","0.3572684135147451","0.9171123161764705","25.05","74.45"
"2019-07-15","Mercedes-Benz Group AG","1.8","-15.111782029234744","3.8972594574088415","-21.828261530104577","8.277580071174377","0.2973664024546152","0.7695616211745244","22.96","76.55"
"2019-08-28","Mercedes-Benz Group AG","1.8","7.133434497857115","2.8990945694324033","-29.683019226386453","7.420818861209964","0.26658784198414726","0.6899090488006617","22.96","76.55"
"2019-10-01","Mercedes-Benz Group AG","1.8","7.483666390265337","11.43597856984897","-23.849266163391235","8.036477046263345","0.2887049411915111","0.7471464185277088","22.96","76.55"
"2020-03-31","Mercedes-Benz Group AG","1.8","182.7398328488372","26.007326007326004","-53.59973101332438","12.396396396396396","0.1704341363720815","0.4799441925357516","20.28","79.22"
"2020-07-15","Mercedes-Benz Group AG","1.35","97.74476512986908","72.5732554945055","-30.100147629827433","16.977477027027025","0.23341796618566918","0.6573072724101848","20.28","79.22"
"2020-10-01","Mercedes-Benz Group AG","1.35","68.40304777843723","114.03387820512822","-13.306749380814143","21.056305855855854","0.28949649470489874","0.8152249564004185","20.28","79.22"
"2020-12-28","Mercedes-Benz Group AG","1.35","20.971859472400357","168.54396520146523","-0.20418240598945037","26.418919819819816","0.36322537932742927","1.0228462155563307","20.28","79.22"
"2016-03-31","Volkswagen (VW) vz. Aktie","0.17","22.27984662100755","21.102205271738804","-55.825434705672606","-35.39556898734177","0.2628795666071261","0.6367051744748677","19.83","80.12"
"2016-12-28","Volkswagen (VW) vz. Aktie","2.06","24.128837885995402","45.31915531914894","-1.5850122135804279","-43.227850000000004","0.3210491821002162","0.777594387203279","19.83","80.12"
"2017-08-28","Volkswagen (VW) vz. Aktie","3.96","15.651493474858825","12.544174360711335","-17.21896883244842","12.41715419103314","0.2939479984310468","0.6890211032990806","19.57","80.38"
"2017-12-28","Volkswagen (VW) vz. Aktie","3.96","-14.698508656716422","33.62584975868928","-5.951715689442483","16.325536062378166","0.38647008606169675","0.905895078420768","19.57","80.38"
"2018-08-28","Volkswagen (VW) vz. Aktie","4.86","3.5011771690201843","14.38373138226936","-23.93633687002652","6.330243046357617","0.3115805137231893","0.6603113429124068","21.87","78.08"
"2018-10-01","Volkswagen (VW) vz. Aktie","4.86","4.039346229508199","12.06642986380908","-19.09814323607427","6.732891832229581","0.3313992654888411","0.7023118725246386","21.87","78.08"
"2019-07-15","Volkswagen (VW) vz. Aktie","0","-8.456545560114382","15.33283504860512","-5.479957125658674","6.536667952522255","0.32775037621152864","0.6600179643025297","21.59","78.37"
"2019-08-28","Volkswagen (VW) vz. Aktie","0","-2.800605542735403","7.359757831557778","-12.014224666018281","6.0847813904196695","0.30509265643598027","0.6143902452595985","21.59","78.37"
"2019-10-01","Volkswagen (VW) vz. Aktie","4.86","-9.518855471023626","15.033662267023097","-5.725141631268482","6.519711869436202","0.32690019341948645","0.6583058810940376","21.59","78.37"
